file,title,bytes,text_chars,n_imgs_total,n_imgs_content,content_imgs
cutoffsandsummation.htm,Cut-off and Summations,173600,45235,77,43,_candsclip0007.png;_candsclip0008.png;_candsclip0033.png;_candsclip0032.png;_candsclip0010.png;_candsclip0040.png;_candsclip0009.png;_candsclip0011.png;_candsclip0013.png;_candsclip0012.png;_candsclip0035.png;_candsclip0005.png;_candsclip0006.png;_candsclip0004.png;_candsclip0036.png;_candsclip0003.png;_candsclip0034_zoom50.png;_candsclip0038_zoom50.png;_candsclip0039_zoom50.png;_candsclip0026.png;_candsclip0027.png;_candsclip0029.png;_candsclip0014.png;_candsclip0015.png;_candsclip0016.png;_candsclip0017.png;_candsclip0018.png;_candsclip0019.png;_candsclip0019.png;_candsclip0020.png;_candsclip0021.png;_candsclip0022.png;_candsclip0023.png;_candsclip0024.png;_candsclip0025.png;_candsclip0037.png;_candsclip0030.png;embim159.png;embim160.png;embim161.png;embim162.png;embim163.png;embim164.png
dataediting.htm,Edit Options,22697,5974,8,0,
dataloading.htm,Import Data,24331,6158,9,1,_dlclip00188.png
datasaving.htm,Export Data,207730,52233,103,52,_dsaclip0001.png;_dsaclip0028.png;_dsaclip0003.png;_dsaclip0029.png;_dsaclip0033.png;_dsaclip0034.png;_dsaclip0030.png;_dsaclip0031.png;_dsaclip0005.png;_dsaclip0032.png;_dsaclip0036.png;_dsaclip0003.png;_dsaclip0037.png;_dsaclip0035.png;_dsaclip0034.png;_dsaclip0038.png;_dsaclip0039.png;_dsaclip0005.png;_dsaclip0040.png;_dsaclip0041.png;_dsaclip0003.png;_dsaclip0042.png;_dsaclip0046.png;_dsaclip0034.png;_dsaclip0043.png;_dsaclip0044.png;_dsaclip0005.png;_dsaclip0045.png;_dsaclip0048.png;_dsaclip0003.png;_dsaclip0057.png;_dsaclip0049.png;_dsaclip0047.png;_dsaclip0034.png;_dsaclip0050.png;_dsaclip0051.png;_dsaclip0005.png;_dsaclip0052.png;_dsaclip0026.png;_dsaclip0058.png;_dsaclip0059.png;_dsaclip0060.png;_dsaclip0061.png;_dsaclip0062.png;_dsaclip0063.png;_dsaclip0064.png;_dsaclip0053.png;_dsaclip0054.png;_dsaclip0056.png;_dsaclip0055.png;_dsaclip0065.png;_dsaclip0066.png
dataviewing.htm,View Options,17836,4504,8,0,
dbase_4_loader.htm,DBASE 4 Loader,15918,2613,9,1,_dlclip00042.png
default_settings.htm,Default Settings,51385,15948,34,14,_tclip0003.png;_tclip0004.png;_tclip0005.png;_tclip0004.png;_tclip0006.png;_tclip0007.png;_tclip0007.png;_tclip0008.png;_tclip0009.png;_tclip0010.png;_tclip0011.png;_tclip0093_zoom50.png;_tclip0094.png;_tclip0095.png
define_monte_carlo_parameters.htm,Monte Carlo Uncertainty Analysis,137246,37792,71,41,_mceaclip0055.png;_mceaclip0048.png;_mceaclip0049.png;_mceaclip0052.png;_mceaclip0005.png;_mceaclip0070.png;_mceaclip0057.png;_mceaclip0058.png;_mceaclip0024.png;_mceaclip0039.png;_mceaclip0038.png;_mceaclip0042.png;_mceaclip0043.png;_mceaclip0016.png;_mceaclip0020.png;_mceaclip0071.png;_mceaclip0072.png;_mceaclip0041.png;_mceaclip0012.png;_mceaclip0021.png;_mceaclip0059.png;_mceaclip0061.png;_mceaclip0062.png;_mceaclip0063.png;_mceaclip0011.png;_mceaclip0067.png;_mceaclip0022.png;_mceaclip0066.png;_mceaclip0065.png;_mceaclip0015.png;_mceaclip0050.png;_mceaclip0073.png;_mceaclip0056.png;_mceaclip0074.png;_mceaclip0075.png;_mceaclip0076.png;_mceaclip0077.png;_mceaclip0078.png;_mceaclip0079.png;_mceaclip0080.png;_mceaclip0081.png
delete_parameter_set.htm,Delete Parameter Set,12050,1591,11,3,_psclip00019.png;_psclip00020.png;_wmclip0049.png
density_estimation.htm,Density Estimation,15593,2972,18,10,denew_clip0001.png;denew_clip0002.png;denew_clip0003.png;denew_clip0004.png;denew_clip0018.png;denew_clip0005.png;denew_clip0006.png;denew_clip0007.png;denew_clip0008.png;denew_clip0009.png
densityestimation2.htm,Density Estimation,13959,2174,10,2,_rpclip0009.png;_rpclip0072.png
depth-based_pl_passes_-_ascii_.htm,Depth-Based PL Passes - ASCII Format,17637,7390,13,5,_plclip00284.png;_plclip00285.png;_plclip00286.png;_plclip00287.png;_plclip00288.png
depth-based_pl_passes_-_las_fo.htm,Depth-Based PL Passes - LAS Format,12820,4386,13,5,_plclip00046.png;_plclip00047.png;_plclip00048.png;_plclip00049.png;_plclip00050.png
depth_shift_other_curves.htm,Depth Shift Other Curves,8512,925,9,1,_declip0093.png
depthshifting.htm,Depth Shifting,7768,891,8,0,
differentiate.htm,Differentiate,65059,7063,20,3,_upclip0022.png;_upclip0023.png;_upclip0021.png
discrete_depth_analysis.htm,Discrete Depth Analysis,135510,32409,89,60,rmnew_clip0003.png;rmnew_clip0002.png;rmnew_clip0018.png;rmnew_clip0162.png;rmnew_clip0164_zoom64.png;rmnew_clip0004.png;_geoclip00100.png;_geoclip00103.png;rmnew_clip0008.png;rmnew_clip0009.png;embim493.png;_geoclip00102.png;_geoclip00104.png;_geoclip00100.png;_geoclip00105.png;_geoclip00106.png;_geoclip00107.png;_geoclip00108.png;_geoclip00109.png;_geoclip00110_zoom65.png;_geoclip00046.png;_geoclip00049.png;_geoclip00050.png;rmnew_clip0010.png;rmnew_clip0006.png;rmnew_clip0007.png;_geoclip00139.png;_geoclip00151.png;_geoclip00150.png;_geoclip00132.png;_geoclip00127.png;_geoclip00125.png;_geoclip00129.png;_geoclip00128.png;_geoclip00140.png;_geoclip00131.png;_geoclip00134.png;_geoclip00118.png;_geoclip00111.png;_geoclip00112.png;_geoclip00154.png;_geoclip00155.png;_geoclip00190.png;_geoclip00113.png;_geoclip00114.png;_geoclip00115.png;_geoclip00119.png;_geoclip00120.png;_geoclip00121.png;_geoclip00122.png;_geoclip00123.png;_geoclip00141.png;_geoclip00142.png;_geoclip00143.png;_geoclip00144.png;_geoclip00145.png;_geoclip00146.png;_geoclip00147.png;_geoclip00148.png;_geoclip00149.png
dlis_loader.htm,DLIS Load,77713,17219,38,22,_dlclip0173.png;_dlclip0099.png;_dlclip00048.png;_dlclip0119.png;_dlclip0121.png;_dlclip00049.png;_dlclip0175.png;_dlclip00050.png;_dlclip0004.png;_dlclip00057.png;_dlclip00058.png;_dlclip0174.png;_dlclip00052.png;_dlclip00053.png;_dlclip00055.png;_dlclip00056.png;_dlclip00059.png;_dlclip0167.png;_dlclip0168.png;_dlclip0169.png;_dlclip0170.png;_dlclip0172.png
drilling-data-in-the-well-head.htm,Drilling Data in the Well Header,10894,2674,9,1,_geoclip00157.png
dxc_to_pressure.htm,Dxc to Pressure,31076,8614,28,16,ppfg_090.png;ppfg_091.png;ppfg_092.png;ppfg_093.png;ppfg_094.png;ppfg_095.png;ppfg_096.png;ppfg_097.png;ppfg_098.png;ppfg_099.png;ppfg_100.png;ppfg_101.png;ppfg_102.png;ppfg_103.png;ppfg_104.png;ppfg_100.png
easteuroperescorrections.htm,Eastern European Resistivity Corrections,110286,41311,128,118,_eercclip0009.png;_eercclip0016.png;_eercclip0010.png;_eercclip0011.png;_eercclip0012.png;_eercclip0013.png;_eercclip0016.png;_eercclip0014.png;embim289.png;_eercclip0001.png;embim290.png;embim291.png;embim292.png;embim293.png;embim294.png;_eercclip0002.png;embim295.png;embim296.png;embim297.png;embim298.png;embim299.png;embim300.png;_eercclip0003.png;embim301.png;embim302.png;_eercclip0004.png;_eercclip0005.png;embim303.png;embim304.png;embim305.png;embim306.png;embim307.png;embim308.png;embim309.png;embim310.png;embim311.png;embim312.png;embim313.png;embim314.png;embim315.png;embim316.png;embim317.png;embim318.png;embim319.png;embim320.png;embim321.png;embim322.png;embim323.png;embim324.png;embim325.png;embim326.png;embim327.png;embim328.png;embim329.png;embim330.png;embim331.png;embim332.png;embim333.png;embim334.png;embim335.png;embim336.png;embim337.png;embim338.png;embim339.png;embim340.png;embim341.png;embim342.png;embim343.png;embim344.png;embim345.png;embim346.png;embim347.png;embim348.png;embim349.png;embim350.png;embim351.png;embim352.png;embim353.png;embim354.png;embim355.png;embim356.png;embim357.png;embim358.png;embim359.png;embim360.png;embim361.png;embim362.png;embim363.png;embim364.png;embim365.png;embim366.png;embim367.png;_eercclip0006.png;embim368.png;embim369.png;embim370.png;embim371.png;embim372.png;embim373.png;embim374.png;embim375.png;embim376.png;embim377.png;embim378.png;embim379.png;embim380.png;embim381.png;embim382.png;embim383.png;embim384.png;embim385.png;embim386.png;embim387.png;embim388.png;embim389.png;embim390.png;embim391.png;_eercclip0007.png
edit-plot-limits.htm,Edit Plot Limits,8667,993,11,3,_plclip00218.png;_plclip00219.png;_plclip00220.png
edit-user-app.htm,Edit User App,7413,258,9,1,_upclip0059.png
editplotannotationsandlogtitle.htm,Edit Plot Annotations and Log Title,32106,8572,13,5,_plclip00210.png;_plclip00211.png;_plclip00212.png;_plclip00213.png;_plclip00214.png
elastic_impedance.htm,Elastic Impedance,22712,3413,27,13,embim611.png;embim612.png;embim613.png;embim614.png;_rpclip0040.png;_rpclip0041.png;_rpclip0042.png;embim615.png;_rpclip0043.png;_rpclip0044.png;_rpclip0045.png;_rpclip0046.png;_rpclip0048.png
environmentalcorrections.htm,Environmental Corrections,123627,38403,64,41,_encclip0022.png;_encclip0001.png;_encclip0023.png;_encclip0024.png;_encclip0025.png;_encclip0026.png;_encclip0027.png;_encclip0028.png;_encclip0029.png;_encclip0030.png;_encclip0031.png;_encclip0032.png;_encclip0033.png;_encclip0021_zoom50.png;_encclip0005.png;_encclip0011.png;_encclip0021.png;_encclip0012.png;_encclip0006.png;_encclip0021.png;_encclip0007.png;_encclip0009.png;_encclip0021.png;_encclip0010.png;_encclip0013.png;_encclip0021.png;_encclip0014.png;_encclip0015.png;_encclip0021.png;_encclip0016.png;_encclip0018.png;_encclip0021.png;_encclip0017.png;_encclip0019.png;_encclip0021.png;_encclip0020.png;_encclip0034.png;_encclip0001.png;_encclip0002.png;_encclip0003.png;_encclip0004.png
example-user-apps.htm,Example User Apps,8435,601,8,0,
expanded_plot_mode.htm,Expanded Plot Mode,6816,652,8,0,
experiencedeye.htm,Experienced Eye,76800,23788,53,35,_eeimage1_zoom50.png;_eeimage2.png;_eeimage3.png;_eeimage4.png;_eeimage5.png;_eeimage6.png;_eeimage7.png;_eeimage8.png;_eeimage35.png;_eeimage9.png;_eeimage10.png;_eeimage11.png;_eeimage12_zoom50.png;_eeimage13.png;_eeimage14.png;_eeimage15.png;_eeimage16_zoom50.png;_eeimage17.png;_eeimage18.png;_eeimage19_zoom75.png;_eeimage20.png;_eeimage21.png;_eeimage22.png;_eeimage23.png;_eeimage24.png;_eeimage25.png;_eeimage26.png;_eeimage27.png;_eeimage28_zoom75.png;_eeimage29.png;_eeimage30.png;_eeimage31.png;_eeimage32.png;_eeimage33_zoom50.png;_eeimage34_zoom50.png
export.htm,Export,8176,1395,8,0,
fileoptions.htm,Database Options,74573,18794,59,34,_diclip0041.png;_diclip0044.png;_diclip0045.png;_diclip0042.png;_diclip0043.png;_diclip0001.png;_diclip00354.png;_diclip0035.png;_diclip00354.png;_diclip0022.png;_diclip0023.png;_diclip0004.png;_diclip0005.png;_diclip0006.png;_diclip0027.png;_diclip0025.png;_diclip0024.png;_diclip0007.png;_diclip0038.png;_diclip0037.png;_diclip0008.png;_diclip0009.png;_diclip0010.png;_diclip0011.png;_diclip0028.png;_diclip0012.png;_diclip0013.png;_diclip0036.png;_diclip0033.png;_diclip0034.png;_diclip0015.png;_diclip0031.png;_diclip0039.png;_diclip0040.png
fill_data_gaps.htm,Fill Data Gaps,12168,2275,9,1,_declip0042.png
flow_from_temperature.htm,Flow From Temperature,40149,14342,18,10,_plclip00157.png;_plclip00158.png;_plclip00159.png;_plclip00160.png;_plclip00161.png;_plclip00162.png;_plclip00163.png;_plclip00164.png;_plclip00165.png;_plclip00297.png
fluidsubstitution.htm,Fluid Substitution,93839,22108,99,79,_rpclip0011.png;_rpclip0012.png;_rpclip0013.png;_rpclip0014.png;_rpclip0015.png;_rpclip0016.png;_rpclip0017.png;_rpclip0018.png;_rpclip0019.png;_rpclip0021.png;_rpclip0072.png;_rpclip0022.png;_rpclip0071_zoom50.png;embim509.png;embim510.png;embim511.png;embim512.png;embim513.png;embim514.png;embim515.png;embim516.png;embim517.png;embim518.png;embim519.png;embim520.png;embim521.png;embim522.png;embim523.png;embim524.png;embim525.png;embim526.png;embim527.png;embim528.png;embim529.png;embim530.png;embim531.png;embim532.png;embim533.png;embim534.png;embim535.png;embim536.png;embim537.png;embim538.png;embim539.png;embim540.png;embim541.png;embim542.png;embim543.png;embim544.png;embim545.png;embim546.png;embim547.png;embim548.png;embim549.png;embim550.png;embim551.png;embim552.png;embim553.png;embim554.png;embim555.png;embim556.png;embim557.png;embim558.png;embim559.png;embim560.png;embim561.png;embim562.png;embim563.png;embim564.png;embim565.png;embim566.png;embim567.png;embim568.png;embim569.png;_rpclip0073.png;_rpclip0074.png;embim570.png;embim571.png;embim572.png
formation_test_analysis.htm,Formation Test Analysis,35071,8373,23,7,_ftaclip00105.png;_ftaclip00106.png;_ftaclip00107.png;_ftaclip00108.png;_ftaclip00101.png;_ftaclip00102.png;_cpclip0164.png
fracture_gradient.htm,Fracture Gradient,15911,3509,11,3,ppfg_105.png;ppfg_106.png;ppfg_107.png
fractures_and_fault_stress.htm,Fractures and Fault Stress,31627,10386,23,15,rmnew_clip0018.png;rmnew_clip0183.png;rmnew_clip0184.png;rmnew_clip0185.png;rmnew_clip0187.png;rmnew_clip0186.png;rmnew_clip0190.png;rmnew_clip0188.png;rmnew_clip0189.png;rmnew_clip0200_zoom75.png;rmnew_clip0202.png;rmnew_clip0203.png;rmnew_clip0201_zoom75.png;rmnew_clip0197_zoom75.png;rmnew_clip0199_zoom75.png
ft_create_and_analyse_a_formation.htm,Create and Analyse a Formation Test Project,43582,11851,49,34,_ftaclip0018.png;_ftaclip00056.png;_ftaclip00103.png;_ftaclip0020.png;_ftaclip00073.png;_ftaclip00074.png;_ftaclip00075.png;_ftaclip00076.png;_ftaclip0017.png;_ftaclip00059.png;_ftaclip00098.png;_ftaclip00094.png;_ftaclip00095.png;_ftaclip00096.png;_ftaclip00097.png;_ftaclip00099.png;_ftaclip00100.png;_ftaclip00078.png;_ftaclip00079.png;_ftaclip00080.png;_ftaclip00081.png;_ftaclip00082.png;_ftaclip00083.png;_ftaclip00084.png;_ftaclip00085.png;_ftaclip00081.png;_ftaclip00086.png;_ftaclip00087.png;_ftaclip00088.png;_ftaclip00089.png;_ftaclip00090.png;_ftaclip00091.png;_ftaclip00092.png;_ftaclip00093.png
ft_define_the_formation_testing_p.htm,Define the Formation Testing Parameters,61273,10802,36,12,_ftaclip00058.png;_ftaclip00063.png;_ftaclip00060.png;_ftaclip00064.png;_ftaclip00065.png;_ftaclip00067.png;_ftaclip00069.png;_ftaclip00070.png;_ftaclip00071.png;_ftaclip00072.png;_ftaclip00062.png;_ftaclip00061.png
ft_equations_and_methodology.htm,Formation Testing Equations and Methodology,24102,4595,30,18,_ftaclip0042.png;_ftaclip0043.png;_ftaclip0044.png;_ftaclip0045.png;_ftaclip00104.png;_ftaclip0046.png;_ftaclip0047.png;_ftaclip0048.png;_ftaclip0049.png;_ftaclip0050.png;_ftaclip00104.png;_ftaclip0051.png;_ftaclip0052.png;_ftaclip0053.png;_ftaclip0054.png;_ftaclip00104.png;_ftaclip00104.png;embim392.png
gas_analysis.htm,Gas Analysis,22016,5368,14,5,gasanalysis#1.png;gasanalysis#2.png;gasanalysis#3.png;_ccclip1805.png;_ccclip1806_zoom85.png
geoengineering.htm,Geomechanics,13070,2598,9,1,_geclip0001.png
geolog_ascii_loader.htm,Geolog ASCII Load,57518,12571,42,23,_dlclip0151.png;_dlclip0165.png;_dlclip0153.png;_dlclip0154.png;_dlclip0155.png;_dlclip00195.png;_dlclip0156.png;_dlclip0157.png;_dlclip0158.png;_dlclip0159.png;_dlclip00201.png;_dlclip0160.png;_dlclip00202.png;_dlclip0161.png;_dlclip00203.png;_dlclip0166.png;_dlclip0176.png;_dlclip00196.png;_dlclip00197.png;_dlclip00198.png;_dlclip00199.png;_dlclip00200.png;_dlclip0162.png
geosteering.htm,Geosteering,89484,17771,90,64,_gsclip0001.png;_gsclip0002.png;_gsclip0003.png;_gsclip0004.png;_gsclip0005.png;_gsclip0006.png;_gsclip0007_zoom83.png;_gsclip0008.png;_gsclip0009.png;_gsclip0010.png;_gsclip0011_zoom60.png;_gsclip0012.png;_gsclip0013.png;_gsclip0014.png;_gsclip0015.png;_gsclip0016_zoom86.png;_gsclip0017.png;_gsclip0018.png;_gsclip0019.png;_gsclip0021.png;_gsclip0022.png;_gsclip0023.png;_gsclip0024.png;_gsclip0025.png;_gsclip0026.png;_gsclip0020.png;_gsclip0027.png;_gsclip0028.png;_gsclip0029.png;_gsclip0030.png;_gsclip0031.png;_gsclip0032.png;_gsclip0033.png;_gsclip0034.png;_gsclip0035.png;_gsclip0036.png;_gsclip0037.png;_gsclip0038.png;_gsclip0039.png;_gsclip0040.png;_gsclip0041.png;_gsclip0042.png;_gsclip0043.png;_gsclip0044.png;_gsclip0045.png;_gsclip0046.png;_gsclip0047.png;_gsclip0048.png;_gsclip0049.png;_gsclip0050.png;_gsclip0051.png;_gsclip0052.png;_gsclip0053.png;_gsclip0054.png;_gsclip0055.png;_gsclip0056.png;_gsclip0057_zoom88.png;_gsclip0058.png;_gsclip0059.png;_gsclip0060.png;_gsclip0061.png;_gsclip0062.png;_gsclip0063.png;_gsclip0064.png
gettinghelpforip.htm,Getting Help for IP,37843,8664,23,8,_iarclip0011.png;_iarclip0012.png;_iarclip0013.png;_iarclip0014.png;_iarclip0106.png;_iarclip0082.png;_iarclip0108.png;_iarclip0017.png
global_parameters.htm,Global Parameters,58287,19763,49,36,_mwclip00231.png;_mwclip00232.png;_mwclip00238.png;_mwclip00237.png;_mwclip00236.png;_mwclip00233.png;_mwclip00234.png;_mwclip00235.png;_mwclip00256.png;_mwclip00257.png;_mwclip00258.png;_mwclip00259.png;_mwclip00260.png;_mwclip00261.png;_mwclip00262.png;_mwclip00263.png;_mwclip00264.png;_mwclip00265.png;_mwclip00266.png;_mwclip00239.png;_mwclip00240.png;_mwclip00241.png;_mwclip00242.png;_mwclip00243.png;_mwclip00244.png;_mwclip00245.png;_mwclip00246.png;_mwclip00247.png;_mwclip00248.png;_mwclip00249.png;_mwclip00250.png;_mwclip00251.png;_mwclip00252.png;_mwclip00253.png;_mwclip00254.png;_mwclip00255.png
graphical_workflow_manager.htm,Graphical Workflow Manager,29766,7938,18,8,_gwmclip0001.png;_gwmclip0002.png;_gwmclip0003.png;_gwmclip0004.png;_gwmclip0005.png;_gwmclip0006.png;_gwmclip0007.png;_gwmclip0008.png
hfu.htm,Hydraulic Flow Units,83877,35656,70,55,_hfuclip0001.png;_hfuclip0002.png;_hfuclip0003.png;_hfuclip0004.png;_hfuclip0005.png;_hfuclip0006.png;_hfuclip0007.png;_hfuclip0008.png;_hfuclip0009.png;_hfuclip0010.png;_hfuclip0011.png;_hfuclip0012.png;_hfuclip0013.png;_hfuclip0014.png;_hfuclip0015.png;_hfuclip0016.png;_hfuclip0017.png;_hfuclip0018.png;_hfuclip0019.png;_hfuclip0020.png;_hfuclip0021.png;_hfuclip0022.png;_hfuclip0023.png;_hfuclip0024.png;_hfuclip0025.png;_hfuclip0026.png;_hfuclip0027.png;_hfuclip0028.png;_hfuclip0029.png;_hfuclip0030.png;_hfuclip0031.png;_hfuclip0032.png;_hfuclip0033.png;_hfuclip0034.png;_hfuclip0035.png;_hfuclip0036.png;_hfuclip0037.png;_hfuclip0038.png;_hfuclip0039.png;_hfuclip0040.png;_hfuclip0041.png;_hfuclip0042.png;_hfuclip0043.png;_hfuclip0044.png;_hfuclip0045.png;_hfuclip0046.png;_hfuclip0047.png;_hfuclip0048.png;_hfuclip0049.png;_hfuclip0050.png;_hfuclip0051.png;_hfuclip0052.png;_hfuclip0053.png;_hfuclip0054.png;_hfuclip0055.png
histogram.htm,Histograms,165078,42140,105,79,_hsclip0001.png;_hsclip0058.png;_hsclip0059.png;_hsclip0008_zoom50.png;_hsclip0009.png;_hsclip0010_zoom50.png;_hsclip0091.png;_hsclip0012_zoom50.png;_hsclip0013_zoom50.png;_hsclip0042.png;_hsclip0043.png;_hsclip0045.png;_hsclip0048.png;_hsclip0044_zoom50.png;_hsclip0047_zoom50.png;_hsclip0049_zoom50.png;_hsclip0050_zoom50.png;_hsclip0052_zoom50.png;_hsclip0051_zoom50.png;_hsclip0046_zoom50.png;_hsclip0015.png;_hsclip0041.png;_hsclip0017.png;_hsclip0019_zoom50.png;_hsclip0020_zoom50.png;_hsclip0060_zoom50.png;_hsclip0021_zoom50.png;_hsclip0006_zoom50.png;_hsclip0023_zoom50.png;_hsclip0022_zoom50.png;_hsclip0024_zoom50.png;_hsclip0025_zoom50.png;_hsclip0027_zoom50.png;_hsclip0003.png;_hsclip0004_zoom50.png;_hsclip0005_zoom50.png;_hsclip0007_zoom50.png;_hsclip0090.png;_hsclip0061_zoom50.png;_hsclip0055_zoom50.png;_hsclip0056.png;_hsclip0057.png;_hsclip0028_zoom50.png;_hsclip0030_zoom50.png;_hsclip0031_zoom50.png;_hsclip0032.png;_hsclip0033.png;_hsclip0034.png;_hsclip0062.png;_hsclip0063.png;_hsclip0064.png;_hsclip0065.png;_hsclip0066.png;_hsclip0067.png;_hsclip0068.png;_hsclip0069.png;_hsclip0070.png;_hsclip0071.png;_hsclip0072.png;_hsclip0073.png;_hsclip0074_zoom75.png;_hsclip0075_zoom75.png;_hsclip0076.png;_hsclip0077_zoom75.png;_hsclip0078_zoom75.png;_hsclip0079_zoom75.png;_hsclip0080_zoom75.png;_hsclip0092.png;_hsclip0081.png;_hsclip0082.png;_hsclip0083.png;_hsclip0084.png;_hsclip0085.png;_hsclip0086_zoom75.png;_hsclip0087_zoom75.png;_hsclip0088_zoom75.png;_hsclip0089.png;ipcollapsearrow_zoom101.png;clip1777.png
historymodule.htm,Manage Well History,34299,6992,37,26,history-module-1.png;history-module-2.png;_wmclip0033.png;history-module-3.png;history-module-4.png;history-module-5.png;history-module-6.png;history-module-7.png;history-module-9.png;_wmclip0056.png;_wmclip0057.png;_wmclip0058.png;_wmclip0059.png;_wmclip0060.png;_wmclip0061.png;_wmclip0062.png;_wmclip0063.png;_wmclip0064.png;_wmclip0065.png;_wmclip0066.png;_wmclip0067.png;_wmclip0068.png;_wmclip0069.png;_wmclip0070.png;_wmclip0071.png;_wmclip0072.png
ic-mapping.htm,IC Mapping,7985,1792,8,0,
image-corrections-and-processi.htm,Image Corrections and Processing,75563,23026,29,17,_iaclip00322_zoom60.png;_iaclip00323_zoom50.png;_iaclip00324_zoom50.png;_iaclip00523.png;_iaclip00131_zoom50.png;_iaclip00130_zoom50.png;_iaclip00502.png;_iaclip00477.png;_iaclip00481.png;_iaclip00488.png;_iaclip00487.png;_iaclip00489.png;_iaclip00473.png;_iaclip00474.png;_iaclip00475.png;_iaclip00476.png;_iaclip00329.png
image_analysis.htm,Image Analysis,51259,13722,21,2,_iaclip00015_zoom50.png;_iaclip00045.png
image_toolkit.htm,Image Toolkit,25577,5946,17,9,_iaclip00490.png;_iaclip00491.png;_iaclip00492.png;_iaclip00500.png;_iaclip00499.png;_iaclip00520.png;_iaclip00521.png;_iaclip00501.png;_iaclip00522.png
imageanalysisandpicks.htm,Image Analysis and Picks,233451,51693,202,123,_iaclip00017.png;_iaclip00132.png;_iaclip00133.png;_iaclip00134.png;_iaclip00435.png;_iaclip00136.png;_iaclip00137.png;_iaclip00138.png;_iaclip00139.png;_iaclip00140.png;_iaclip00141.png;_iaclip00142.png;_iaclip00143.png;_iaclip00375.png;_iaclip00207_zoom71.png;_iaclip00145.png;_iaclip00376.png;_iaclip00335.png;_iaclip00336.png;_iaclip00337.png;_iaclip00338.png;_iaclip00339.png;_iaclip00217.png;_iaclip00180.png;_iaclip00181.png;_iaclip00183.png;_iaclip00383.png;_iaclip00382.png;_iaclip00480.png;_iaclip00146.png;_iaclip00379.png;_iaclip00380.png;_iaclip00381.png;_iaclip00192.png;_iaclip00189.png;_iaclip00190.png;_iaclip00446.png;_iaclip00358.png;_iaclip00359.png;_iaclip00361.png;_iaclip00362.png;_iaclip00207.png;_iaclip00377.png;_iaclip00378.png;_iaclip00373.png;_iaclip00374.png;_iaclip00369.png;_iaclip00370.png;_iaclip00363.png;_iaclip00364.png;_iaclip00365.png;_iaclip00366.png;_iaclip00367.png;_iaclip00368.png;_iaclip00447.png;ipcollapsearrow.png;_iaclip00448.png;_iaclip00311.png;_iaclip00312.png;_iaclip00316.png;_iaclip00313.png;_iaclip00314.png;_iaclip00315.png;_iaclip00128.png;_iaclip00129.png;_iaclip00119.png;_iaclip00124.png;_iaclip00125.png;_iaclip00070.png;_iaclip00071.png;_iaclip00072.png;_iaclip00436.png;_iaclip00058.png;_iaclip00194.png;_iaclip00046.png;_iaclip00467.png;_iaclip00195.png;_iaclip00047.png;_iaclip00196.png;_iaclip00048.png;_iaclip00436.png;_iaclip00074.png;_iaclip00075.png;_iaclip00076.png;_iaclip00317.png;_iaclip00197.png;_iaclip00049.png;_iaclip00198.png;_iaclip00050.png;_iaclip00318.png;_iaclip00199.png;_iaclip00051.png;_iaclip00320.png;_iaclip00321.png;_iaclip00319.png;_iaclip00078.png;_iaclip00079.png;_iaclip00080.png;_iaclip00513.png;_iaclip00060.png;_iaclip00200.png;_iaclip00052.png;_iaclip00201.png;_iaclip00053.png;_iaclip00202.png;_iaclip00054.png;_iaclip00513.png;_iaclip00514.png;_iaclip00082.png;_iaclip00061.png;_iaclip00203.png;_iaclip00055.png;_iaclip00084.png;_iaclip00062.png;_iaclip00204.png;_iaclip00056.png;_iaclip00086.png;_iaclip00063.png;_iaclip00205.png;_iaclip00057.png;_iaclip00330.png;_iaclip00331.png;_iaclip00332.png
